N,Site Number,Site Location,Cluster Name,Site Acronym,Date,Month,Sample type,TN,TDN,TP,DP,NO3-N,NH4-N ppm,DON,nutrients comments,Year,5-year,Season
7445,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,10/1/2012,10/1/2012,,,0.048,,,,,,2012,,2011-15,
7446,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,10/1/2012,10/1/2012,,,0.3,,,,,,2012,,2011-15,
7447,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,10/1/2012,10/1/2012,,,,,,,,,2012,,2011-15,
7448,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,10/1/2012,10/1/2012,,,0.31,,,,,,2012,,2011-15,
7448,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,10/1/2012,10/1/2012,,,,,,,,,2012,,2011-15,
7449,R20,Verde River at Tangle,verde,verde abv horseshoe,10/1/2012,10/1/2012,,,,,,,,,2012,,2011-15,
7449,R3,Waddell Canal,cap,waddell canal,10/1/2012,10/1/2012,,,0.47,,,,,,2012,,2011-15,
7450,R25,verde river at beeline highway,verde,verde @ beeline,10/1/2012,10/1/2012,,,0.37,,,,,,2012,,2011-15,
7450,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,10/1/2012,10/1/2012,,,0.25,,,,,,2012,,2011-15,
7451,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,10/1/2012,10/1/2012,,,0.23,,,,,,2012,,2011-15,
7451,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,10/1/2012,10/1/2012,,,,,,,,,2012,,2011-15,
7452,R9A,Saguaro Lake near inlet,salt,saguaro-epi,10/1/2012,10/1/2012,,,0.38,,,,,,2012,,2011-15,
7453,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,10/1/2012,10/1/2012,,,0.29,,,,,,2012,,2011-15,
7454,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,10/1/2012,10/1/2012,,,0.35,,,,,,2012,,2011-15,
7455,Roos In ,,,,10/1/2012,10/1/2012,,,,,,,,,2012,,2011-15,
7456,Salt Gila,,,Salt Gila,10/1/2012,10/1/2012,,,,,,,,,2012,,2011-15,
7457,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,10/1/2012,10/1/2012,,,0.32,,,,,,2012,,2011-15,
7460,UH In,Union Hills Inlet,cap,Union Hills Inlet,10/1/2012,10/1/2012,,,0.47,,,,,,2012,,2011-15,
7461,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,10/1/2012,10/1/2012,,,0.41,,,,,,2012,,2011-15,
7462,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,11/5/2012,11/5/2012,,,0.53,,,,,,2012,,2011-15,
7463,An in,Anthem WTP inlet,,anthem,11/5/2012,11/5/2012,,,0.46,,,,,,2012,,2011-15,
7464,An out,Anthem WTP outlet,,anthem,11/5/2012,11/5/2012,,,0.45,,,,,,2012,,2011-15,
7465,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,11/5/2012,11/5/2012,,,0.62,,,,,,2012,,2011-15,
7466,Ch in,Chandler WTP inlet,,chandler,11/5/2012,11/5/2012,,,4.31,,,,,,2012,,2011-15,
7467,Ch out,Chandler WTP outlet,,chandler,11/5/2012,11/5/2012,,,4.08,,,,,,2012,,2011-15,
7468,Glen In,Glendale WTP Inlet,,Glen In,11/5/2012,11/5/2012,,,1.02,,,,,,2012,,2011-15,
7469,Glen Out,Glendale WTP Outlet,,Glen Out,11/5/2012,11/5/2012,,,0.89,,,,,,2012,,2011-15,
7470,Green In,Greenway WTP Inlet,srp,Green In,11/5/2012,11/5/2012,,,3.7,,,,,,2012,,2011-15,
7471,Green Out,Greenway WTP Outlet,srp,Green Out,11/5/2012,11/5/2012,,,2.67,,,,,,2012,,2011-15,
7472,Havasu 1,Havasu lake Sample,,Havasu 1,11/5/2012,11/5/2012,,,,,,,,,2012,,2011-15,
7473,HOC,Head of the Consolidated Canal,az canal,,11/5/2012,11/5/2012,,,0.88,,,,,,2012,,2011-15,
7475,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,11/5/2012,11/5/2012,,,0.32,,,,,,2012,,2011-15,
7476,Mesa Turnout,,,,11/5/2012,11/5/2012,,,,,,,,,2012,,2011-15,
7477,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,11/5/2012,11/5/2012,,,4.37,,,,,,2012,,2011-15,
7480,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,11/5/2012,11/5/2012,,,0.048,,,,,,2012,,2011-15,
7481,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,11/5/2012,11/5/2012,,,0.3,,,,,,2012,,2011-15,
7482,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,11/5/2012,11/5/2012,,,,,,,,,2012,,2011-15,
7483,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,11/5/2012,11/5/2012,,,0.31,,,,,,2012,,2011-15,
7483,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,11/5/2012,11/5/2012,,,,,,,,,2012,,2011-15,
7484,R20,Verde River at Tangle,verde,verde abv horseshoe,11/5/2012,11/5/2012,,,,,,,,,2012,,2011-15,
7484,R3,Waddell Canal,cap,waddell canal,11/5/2012,11/5/2012,,,0.47,,,,,,2012,,2011-15,
7485,R25,verde river at beeline highway,verde,verde @ beeline,11/5/2012,11/5/2012,,,0.37,,,,,,2012,,2011-15,
7485,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,11/5/2012,11/5/2012,,,0.25,,,,,,2012,,2011-15,
7486,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,11/5/2012,11/5/2012,,,0.23,,,,,,2012,,2011-15,
7486,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,11/5/2012,11/5/2012,,,,,,,,,2012,,2011-15,
7487,R9A,Saguaro Lake near inlet,salt,saguaro-epi,11/5/2012,11/5/2012,,,0.38,,,,,,2012,,2011-15,
7488,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,11/5/2012,11/5/2012,,,0.29,,,,,,2012,,2011-15,
7489,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,11/5/2012,11/5/2012,,,0.35,,,,,,2012,,2011-15,
7490,Roos In ,,,,11/5/2012,11/5/2012,,,,,,,,,2012,,2011-15,
7491,Salt Gila,,,Salt Gila,11/5/2012,11/5/2012,,,,,,,,,2012,,2011-15,
7492,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,11/5/2012,11/5/2012,,,0.32,,,,,,2012,,2011-15,
7495,UH In,Union Hills Inlet,cap,Union Hills Inlet,11/5/2012,11/5/2012,,,0.47,,,,,,2012,,2011-15,
7496,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,11/5/2012,11/5/2012,,,0.41,,,,,,2012,,2011-15,
7497,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,12/5/2012,12/5/2012,,,0.481,,,,,,2012,,2011-15,
7498,An in,Anthem WTP inlet,,anthem,12/5/2012,12/5/2012,,,0.509,,,,,,2012,,2011-15,
7499,An out,Anthem WTP outlet,,anthem,12/5/2012,12/5/2012,,,0.428,,,,,,2012,,2011-15,
7500,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,12/5/2012,12/5/2012,,,0.488,,,,,,2012,,2011-15,
7501,Ch in,Chandler WTP inlet,,chandler,12/5/2012,12/5/2012,,,,,,,,,2012,,2011-15,
7502,Ch out,Chandler WTP outlet,,chandler,12/5/2012,12/5/2012,,,,,,,,,2012,,2011-15,
7503,Glen In,Glendale WTP Inlet,,Glen In,12/5/2012,12/5/2012,,,2.006,,,,,,2012,,2011-15,
7504,Glen Out,Glendale WTP Outlet,,Glen Out,12/5/2012,12/5/2012,,,1.352,,,,,,2012,,2011-15,
7505,Green In,Greenway WTP Inlet,srp,Green In,12/5/2012,12/5/2012,,,1.375,,,,,,2012,,2011-15,
7506,Green Out,Greenway WTP Outlet,srp,Green Out,12/5/2012,12/5/2012,,,2.516,,,,,,2012,,2011-15,
7507,Havasu 1,Havasu lake Sample,,Havasu 1,12/5/2012,12/5/2012,,,0.413,,,,,,2012,,2011-15,
7508,HOC,Head of the Consolidated Canal,az canal,,12/5/2012,12/5/2012,,,,,,,,,2012,,2011-15,
7510,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,12/5/2012,12/5/2012,,,0.358,,,,,,2012,,2011-15,
7511,Mesa Turnout,,,Mesa Turnout,12/5/2012,12/5/2012,,,0.4,,,,,,2012,,2011-15,
7512,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,12/5/2012,12/5/2012,,,2.733,,,,,,2012,,2011-15,
7515,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,12/5/2012,12/5/2012,,,0.343,,,,,,2012,,2011-15,
7516,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,12/5/2012,12/5/2012,,,,,,,,,2012,,2011-15,
7517,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,12/5/2012,12/5/2012,,,,,,,,,2012,,2011-15,
7518,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,12/5/2012,12/5/2012,,,0.379,,,,,,2012,,2011-15,
7518,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,12/5/2012,12/5/2012,,,0.386,,,,,,2012,,2011-15,
7519,R20,Verde River at Tangle,verde,verde abv horseshoe,12/5/2012,12/5/2012,,,0.087,,,,,,2012,,2011-15,
7519,R3,Waddell Canal,cap,waddell canal,12/5/2012,12/5/2012,,,,,,,,,2012,,2011-15,
7520,R25,verde river at beeline highway,verde,verde @ beeline,12/5/2012,12/5/2012,,,0.443,,,,,,2012,,2011-15,
7520,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,12/5/2012,12/5/2012,,,0.284,,,,,,2012,,2011-15,
7521,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,12/5/2012,12/5/2012,,,0.291,,,,,,2012,,2011-15,
7521,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,12/5/2012,12/5/2012,,,0.357,,,,,,2012,,2011-15,
7522,R9A,Saguaro Lake near inlet,salt,saguaro-epi,12/5/2012,12/5/2012,,,0.397,,,,,,2012,,2011-15,
7523,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,12/5/2012,12/5/2012,,,0.534,,,,,,2012,,2011-15,
7524,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,12/5/2012,12/5/2012,,,0.356,,,,,,2012,,2011-15,
7525,Roos In ,,,Roos In ,12/5/2012,12/5/2012,,,,,,,,,2012,,2011-15,
7526,Salt Gila,,,Salt Gila,12/5/2012,12/5/2012,,,0.482,,,,,,2012,,2011-15,
7527,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,12/5/2012,12/5/2012,,,0.39,,,,,,2012,,2011-15,
7530,UH In,Union Hills Inlet,cap,Union Hills Inlet,12/5/2012,12/5/2012,,,0.421,,,,,,2012,,2011-15,
7531,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,12/5/2012,12/5/2012,,,0.42,,,,,,2012,,2011-15,
7532,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,1/7/2013,1/7/2013,,,,,,,,,2013,,2011-15,
7533,An in,Anthem WTP inlet,,anthem,1/7/2013,1/7/2013,,,0.48,,,,,,2013,,2011-15,
7534,An out,Anthem WTP outlet,,anthem,1/7/2013,1/7/2013,,,0.41,,,,,,2013,,2011-15,
7535,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,1/7/2013,1/7/2013,,,,,,,,,2013,,2011-15,
7536,Ch in,Chandler WTP inlet,,chandler,1/7/2013,1/7/2013,,,4.18,,,,,,2013,,2011-15,
7537,Ch out,Chandler WTP outlet,,chandler,1/7/2013,1/7/2013,,,2.41,,,,,,2013,,2011-15,
7538,Glen In,Glendale WTP Inlet,,Glen In,1/7/2013,1/7/2013,,,2.83,,,,,,2013,,2011-15,
7539,Glen Out,Glendale WTP Outlet,,Glen Out,1/7/2013,1/7/2013,,,,,,,,,2013,,2011-15,
7540,Green In,Greenway WTP Inlet,srp,Green In,1/7/2013,1/7/2013,,,,,,,,,2013,,2011-15,
7541,Green Out,Greenway WTP Outlet,srp,Green Out,1/7/2013,1/7/2013,,,,,,,,,2013,,2011-15,
7542,Havasu 1,Havasu lake Sample,,Havasu 1,1/7/2013,1/7/2013,,,0.405,,,,,,2013,,2011-15,
7543,HOC,Head of the Consolidated Canal,az canal,,1/7/2013,1/7/2013,,,1.18,,,,,,2013,,2011-15,
7545,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,1/7/2013,1/7/2013,,,,,,,,,2013,,2011-15,
7546,Mesa Turnout,,,Mesa Turnout,1/7/2013,1/7/2013,,,4.24,,,,,,2013,,2011-15,
7547,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,1/7/2013,1/7/2013,,,4.24,,,,,,2013,,2011-15,
7550,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,1/7/2013,1/7/2013,,,,,,,,,2013,,2011-15,
7551,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,1/7/2013,1/7/2013,,,0.29,,,,,,2013,,2011-15,
7552,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,1/7/2013,1/7/2013,,,,,,,,,2013,,2011-15,
7553,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,1/7/2013,1/7/2013,,,,,,,,,2013,,2011-15,
7553,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,1/7/2013,1/7/2013,,,0.367,,,,,,2013,,2011-15,
7554,R20,Verde River at Tangle,verde,verde abv horseshoe,1/7/2013,1/7/2013,,,0.11,,,,,,2013,,2011-15,
7554,R3,Waddell Canal,cap,waddell canal,1/7/2013,1/7/2013,,,0.42,,,,,,2013,,2011-15,
7555,R25,verde river at beeline highway,verde,verde @ beeline,1/7/2013,1/7/2013,,,0.29,,,,,,2013,,2011-15,
7555,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,1/7/2013,1/7/2013,,,0.28,,,,,,2013,,2011-15,
7556,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,1/7/2013,1/7/2013,,,0.26,,,,,,2013,,2011-15,
7556,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,1/7/2013,1/7/2013,,,0.353,,,,,,2013,,2011-15,
7557,R9A,Saguaro Lake near inlet,salt,saguaro-epi,1/7/2013,1/7/2013,,,0.44,,,,,,2013,,2011-15,
7558,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,1/7/2013,1/7/2013,,,0.36,,,,,,2013,,2011-15,
7559,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,1/7/2013,1/7/2013,,,0.39,,,,,,2013,,2011-15,
7560,Roos In ,,,Roos In ,1/7/2013,1/7/2013,,,0.08,,,,,,2013,,2011-15,
7561,Salt Gila,,,Salt Gila,1/7/2013,1/7/2013,,,0.365,,,,,,2013,,2011-15,
7562,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,1/7/2013,1/7/2013,,,0.29,,,,,,2013,,2011-15,
7565,UH In,Union Hills Inlet,cap,Union Hills Inlet,1/7/2013,1/7/2013,,,0.4,,,,,,2013,,2011-15,
7566,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,1/7/2013,1/7/2013,,,0.36,,,,,,2013,,2011-15,
7567,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,2/4/2013,2/4/2013,,,3.341,,,,,,2013,,2011-15,
7568,An in,Anthem WTP inlet,,anthem,2/4/2013,2/4/2013,,,0.592,,,,,,2013,,2011-15,
7569,An out,Anthem WTP outlet,,anthem,2/4/2013,2/4/2013,,,0.545,,,,,,2013,,2011-15,
7570,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,2/4/2013,2/4/2013,,,0.803,,,,,,2013,,2011-15,
7571,Ch in,Chandler WTP inlet,,chandler,2/4/2013,2/4/2013,,,4.257,,,,,,2013,,2011-15,
7572,Ch out,Chandler WTP outlet,,chandler,2/4/2013,2/4/2013,,,3.936,,,,,,2013,,2011-15,
7573,Glen In,Glendale WTP Inlet,,Glen In,2/4/2013,2/4/2013,,,2.036,,,,,,2013,,2011-15,
7574,Glen Out,Glendale WTP Outlet,,Glen Out,2/4/2013,2/4/2013,,,,,,,,,2013,,2011-15,
7575,Green In,Greenway WTP Inlet,srp,Green In,2/4/2013,2/4/2013,,,,,,,,,2013,,2011-15,
7576,Green Out,Greenway WTP Outlet,srp,Green Out,2/4/2013,2/4/2013,,,,,,,,,2013,,2011-15,
7577,Havasu 1,Havasu lake Sample,,Havasu 1,2/4/2013,2/4/2013,,,,,,,,,2013,,2011-15,
7578,HOC,Head of the Consolidated Canal,az canal,,2/4/2013,2/4/2013,,,1.759,,,,,,2013,,2011-15,
7580,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,2/4/2013,2/4/2013,,,0.455,,,,,,2013,,2011-15,
7581,Mesa Turnout,,,Mesa Turnout,2/4/2013,2/4/2013,,,0.452,,,,,,2013,,2011-15,
7582,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,2/4/2013,2/4/2013,,,1.596,,,,,,2013,,2011-15,
7585,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,2/4/2013,2/4/2013,,,0.552,,,,,,2013,,2011-15,
7586,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/4/2013,2/4/2013,,,0.398,,,,,,2013,,2011-15,
7587,R11,CAP Canal at Cross-connect,cap,cap @ x con,2/4/2013,2/4/2013,,,0.521,,,,,,2013,,2011-15,
7588,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2/4/2013,2/4/2013,,,,,,,,,2013,,2011-15,
7589,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2/4/2013,2/4/2013,,,,,,,,,2013,,2011-15,
7589,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,2/4/2013,2/4/2013,,,0.401,,,,,,2013,,2011-15,
7590,R20,Verde River at Tangle,verde,verde abv horseshoe,2/4/2013,2/4/2013,,,0.545,,,,,,2013,,2011-15,
7590,R3,Waddell Canal,cap,waddell canal,2/4/2013,2/4/2013,,,0.567,,,,,,2013,,2011-15,
7591,R25,verde river at beeline highway,verde,verde @ beeline,2/4/2013,2/4/2013,,,0.521,,,,,,2013,,2011-15,
7591,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,2/4/2013,2/4/2013,,,0.464,,,,,,2013,,2011-15,
7592,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,2/4/2013,2/4/2013,,,0.359,,,,,,2013,,2011-15,
7592,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2/4/2013,2/4/2013,,,0.5,,,,,,2013,,2011-15,
7593,R9A,Saguaro Lake near inlet,salt,saguaro-epi,2/4/2013,2/4/2013,,,0.406,,,,,,2013,,2011-15,
7594,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,2/4/2013,2/4/2013,,,0.519,,,,,,2013,,2011-15,
7595,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,2/4/2013,2/4/2013,,,0.443,,,,,,2013,,2011-15,
7596,Roos In ,,,Roos In ,2/4/2013,2/4/2013,,,1.4,,,,,,2013,,2011-15,
7597,Salt Gila,,,Salt Gila,2/4/2013,2/4/2013,,,0.507,,,,,,2013,,2011-15,
7598,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,2/4/2013,2/4/2013,,,,,,,,,2013,,2011-15,
7601,UH In,Union Hills Inlet,cap,Union Hills Inlet,2/4/2013,2/4/2013,,,0.552,,,,,,2013,,2011-15,
7602,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2/4/2013,2/4/2013,,,0.486,,,,,,2013,,2011-15,
7603,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,3/4/2013,3/4/2013,,,0.472,,,,,,2013,,2011-15,
7604,An in,Anthem WTP inlet,,anthem,3/4/2013,3/4/2013,,,0.523,,,,,,2013,,2011-15,
7605,An out,Anthem WTP outlet,,anthem,3/4/2013,3/4/2013,,,0.515,,,,,,2013,,2011-15,
7606,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,3/4/2013,3/4/2013,,,0.48,,,,,,2013,,2011-15,
7607,Ch in,Chandler WTP inlet,,chandler,3/4/2013,3/4/2013,,,4.213,,,,,,2013,,2011-15,
7608,Ch out,Chandler WTP outlet,,chandler,3/4/2013,3/4/2013,,,3.887,,,,,,2013,,2011-15,
7609,Glen In,Glendale WTP Inlet,,Glen In,3/4/2013,3/4/2013,,,0.441,,,,,,2013,,2011-15,
7610,Glen Out,Glendale WTP Outlet,,Glen Out,3/4/2013,3/4/2013,,,,,,,,,2013,,2011-15,
7611,Green In,Greenway WTP Inlet,srp,Green In,3/4/2013,3/4/2013,,,1.339,,,,,,2013,,2011-15,
7612,Green Out,Greenway WTP Outlet,srp,Green Out,3/4/2013,3/4/2013,,,2.064,,,,,,2013,,2011-15,
7613,Havasu 1,Havasu lake Sample,,Havasu 1,3/4/2013,3/4/2013,,,0.686,,,,,,2013,,2011-15,
7614,HOC,Head of the Consolidated Canal,az canal,,3/4/2013,3/4/2013,,,1.435,,,,,,2013,,2011-15,
7616,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,3/4/2013,3/4/2013,,,0.338,,,,,,2013,,2011-15,
7617,Mesa Turnout,,,Mesa Turnout,3/4/2013,3/4/2013,,,0.623,,,,,,2013,,2011-15,
7618,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,3/4/2013,3/4/2013,,,3.339,,,,,,2013,,2011-15,
7621,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,3/4/2013,3/4/2013,,,0.349,,,,,,2013,,2011-15,
7622,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,3/4/2013,3/4/2013,,,0.333,,,,,,2013,,2011-15,
7623,R11,CAP Canal at Cross-connect,cap,cap @ x con,3/4/2013,3/4/2013,,,0.514,,,,,,2013,,2011-15,
7624,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,3/4/2013,3/4/2013,,,0.384,,,,,,2013,,2011-15,
7625,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,3/4/2013,3/4/2013,,,0.363,,,,,,2013,,2011-15,
7625,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,3/4/2013,3/4/2013,,,0.573,,,,,,2013,,2011-15,
7626,R20,Verde River at Tangle,verde,verde abv horseshoe,3/4/2013,3/4/2013,,,0.237,,,,,,2013,,2011-15,
7626,R3,Waddell Canal,cap,waddell canal,3/4/2013,3/4/2013,,,0.5,,,,,,2013,,2011-15,
7627,R25,verde river at beeline highway,verde,verde @ beeline,3/4/2013,3/4/2013,,,0.377,,,,,,2013,,2011-15,
7627,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,3/4/2013,3/4/2013,,,0.311,,,,,,2013,,2011-15,
7628,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,3/4/2013,3/4/2013,,,0.394,,,,,,2013,,2011-15,
7628,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,3/4/2013,3/4/2013,,,0.533,,,,,,2013,,2011-15,
7629,R9A,Saguaro Lake near inlet,salt,saguaro-epi,3/4/2013,3/4/2013,,,0.361,,,,,,2013,,2011-15,
7630,R9A-Dup,Saguaro Lake near inlet,salt,saguaro-epi dup,3/4/2013,3/4/2013,,,0.447,,,,,,2013,,2011-15,
7631,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,3/4/2013,3/4/2013,,,4.21,,,,,,2013,,2011-15,
7632,Roos In ,,,Roos In ,3/4/2013,3/4/2013,,,0.798,,,,,,2013,,2011-15,
7633,Salt Gila,,,Salt Gila,3/4/2013,3/4/2013,,,0.635,,,,,,2013,,2011-15,
7634,SOCA,South Canal below CAP Cross-conect,srp,South canal below CAP,3/4/2013,3/4/2013,,,0.386,,,,,,2013,,2011-15,
7637,UH In,Union Hills Inlet,cap,Union Hills Inlet,3/4/2013,3/4/2013,,,0.534,,,,,,2013,,2011-15,
7638,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,3/4/2013,3/4/2013,,,0.482,,,,,,2013,,2011-15,
7639,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,4/1/2013,4/1/2013,,,0.611,,,,,,2013,,2011-15,
7640,An in,Anthem WTP inlet,,anthem,4/1/2013,4/1/2013,,,0.807,,,,,,2013,,2011-15,
7641,An out,Anthem WTP outlet,,anthem,4/1/2013,4/1/2013,,,0.78,,,,,,2013,,2011-15,
7642,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,4/1/2013,4/1/2013,,,0.516,,,,,,2013,,2011-15,
7643,Ch in,Chandler WTP inlet,,chandler,4/1/2013,4/1/2013,,,3.018,,,,,,2013,,2011-15,
7644,Ch out,Chandler WTP outlet,,chandler,4/1/2013,4/1/2013,,,3.24,,,,,,2013,,2011-15,
7645,Glen In,Glendale WTP Inlet,,Glen In,4/1/2013,4/1/2013,,,0.607,,,,,,2013,,2011-15,
7646,Glen Out,Glendale WTP Outlet,,Glen Out,4/1/2013,4/1/2013,,,0.615,,,,,,2013,,2011-15,
7647,Green In,Greenway WTP Inlet,srp,Green In,4/1/2013,4/1/2013,,,0.717,,,,,,2013,,2011-15,
7648,Green Out,Greenway WTP Outlet,srp,Green Out,4/1/2013,4/1/2013,,,0.872,,,,,,2013,,2011-15,
7649,Havasu 1,Havasu lake Sample,,Havasu 1,4/1/2013,4/1/2013,,,0.57,,,,,,2013,,2011-15,
7650,HOC,Head of the Consolidated Canal,az canal,,4/1/2013,4/1/2013,,,1.331,,,,,,2013,,2011-15,
7652,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,4/1/2013,4/1/2013,,,0.394,,,,,,2013,,2011-15,
7653,Mesa Turnout,,,Mesa Turnout,4/1/2013,4/1/2013,,,0.57,,,,,,2013,,2011-15,
7654,MOC,Middle of the Consolidated canal,az canal,Mesa Turnout,4/1/2013,4/1/2013,,,2.328,,,,,,2013,,2011-15,
7657,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,4/1/2013,4/1/2013,,,0.541,,,,,,2013,,2011-15,
7658,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,4/1/2013,4/1/2013,,,0.468,,,,,,2013,,2011-15,
7659,R11,CAP Canal at Cross-connect,cap,cap @ x con,4/1/2013,4/1/2013,,,,,,,,,2013,,2011-15,
7660,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,4/1/2013,4/1/2013,,,0.424,,,,,,2013,,2011-15,
7661,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,4/1/2013,4/1/2013,,,0.456,,,,,,2013,,2011-15,
7661,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,4/1/2013,4/1/2013,,,0.39,,,,,,2013,,2011-15,
7662,R20,Verde River at Tangle,verde,verde abv horseshoe,4/1/2013,4/1/2013,,,0.237,,,,,,2013,,2011-15,
7662,R3,Waddell Canal,cap,waddell canal,4/1/2013,4/1/2013,,,0.832,,,,,,2013,,2011-15,
7663,R25,verde river at beeline highway,verde,verde @ beeline,4/1/2013,4/1/2013,,,0.332,,,,,,2013,,2011-15,
7663,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,4/1/2013,4/1/2013,,,0.425,,,,,,2013,,2011-15,
7664,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,4/1/2013,4/1/2013,,,0.542,,,,,,2013,,2011-15,
