ID,Site Number,Site Location,Cluster Name,Site Acronym,Date,Month,Sample type,TOC,DOC,UVA,SUVA,PI,WL PI,Int @ 450,Int @ 460,Int @ 500,FI 45/50,Comments
4966,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,10/8/2007,10/8/2007,,,4.08,0.093,2.28,,,,,,,
4967,R19,Val Vista WTP treated water,srp,val vista-treated,10/8/2007,10/8/2007,,,2.71,0.041,1.51,,,,,,,
4968,VV West,Val Vista West WTP treated water,srp,val vista west-treated,10/8/2007,10/8/2007,,,2.66,0.041,1.54,,,,,,,
4969,HTC,Head of the Tempe Canal,tempe,head of tempe canal,10/8/2007,10/8/2007,,,3.95,0.093,2.35,,,,,,,
4970,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,10/8/2007,10/8/2007,,,3.58,0.081,2.26,,,,,,,
4971,SPT Out,Tempe's South Plant treated water,tempe,STP Out,10/8/2007,10/8/2007,,,3.57,0.069,1.93,,,,,,,
4972,R25,verde river at beeline highway,verde,verde @ beeline,10/8/2007,10/8/2007,,,1.62,0.05,3.09,,,,,,,
4973,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,10/8/2007,10/8/2007,,,4,0.095,2.38,,,,,,,
4974,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,10/8/2007,10/8/2007,,,4.11,0.092,2.24,,,,,,,
4975,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,10/8/2007,10/8/2007,,,3.54,0.077,2.18,,,,,,,
4976,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,10/8/2007,10/8/2007,,,3.83,0.084,2.2,,,,,,,
4977,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,10/8/2007,10/8/2007,,,2.57,0.038,1.5,,,,,,,
4978,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,10/8/2007,10/8/2007,,,3.96,0.092,2.3,,,,,,,
4979,R17,Deer Valley WTP treated water,srp,deer valley-treated,10/8/2007,10/8/2007,,,2.73,0.043,1.6,,,,,,,
4980,Green In,Greenway WTP Inlet,srp,Green In,10/8/2007,10/8/2007,,,,,,,,,,,,
4981,Green Out,Greenway WTP Outlet,srp,Green Out,10/8/2007,10/8/2007,,,,,,,,,,,,
4982,Glen In,Glendale WTP Inlet,,Glen In,10/8/2007,10/8/2007,,,4.68,0.099,2.1,,,,,,,
4983,Glen Out,Glendale WTP Outlet,,Glen Out,10/8/2007,10/8/2007,,,2.02,0.022,1.1,,,,,,,
4984,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,10/8/2007,10/8/2007,,,3.89,0.084,2.16,,,,,,,
4985,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,10/8/2007,10/8/2007,,,3.16,0.057,1.8,,,,,,,
4986,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,10/8/2007,10/8/2007,,,3.02,0.041,1.36,,,,,,,
4987,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,10/8/2007,10/8/2007,,,2.73,0.041,1.5,,,,,,,
4988,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,10/8/2007,10/8/2007,,,2.65,0.078,2.94,,,,,,,
4989,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,10/8/2007,10/8/2007,,,2.49,0.074,2.97,,,,,,,
4990,R9A,Saguaro Lake near inlet,salt,saguaro-epi,10/8/2007,10/8/2007,,,4.4,0.092,2.09,,,,,,,
4991,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,10/8/2007,10/8/2007,,,4.79,0.094,1.96,,,,,,,
4992,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,10/8/2007,10/8/2007,,,4.09,0.092,2.25,,,,,,,
4993,R20,Verde River at Tangle,verde,verde abv horseshoe,10/8/2007,10/8/2007,,,1.74,0.087,5,,,,,,,
4994,Havasu 1,Havasu lake Sample,,Havasu 1,10/8/2007,10/8/2007,,,2.47,0.038,1.54,,,,,,,
4995,Havasu 2,Havasu lake Sample,,Havasu 2,10/8/2007,10/8/2007,,,,,,,,,,,,
4996,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,10/8/2007,10/8/2007,,,,,,,,,,,,
4997,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,10/8/2007,10/8/2007,,,3.78,0.084,2.22,,,,,,,
4998,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,10/8/2007,10/8/2007,,,3.81,0.084,2.2,,,,,,,
4999,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,10/8/2007,10/8/2007,,,3.89,0.084,2.16,,,,,,,
5000,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,10/8/2007,10/8/2007,,,3.87,0.083,2.14,,,,,,,
5001,R1,CAP canal above Waddell Canal,cap,cap-siphon,10/8/2007,10/8/2007,,,,,,,,,,,,
5002,R4,Cap Canal at 7th St.,cap,cap @ 7th st,10/8/2007,10/8/2007,,,,,,,,,,,,
5003,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,10/8/2007,10/8/2007,,,,,,,,,,,,
5004,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,10/8/2007,10/8/2007,,,,,,,,,,,,
5005,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,10/8/2007,10/8/2007,,,,,,,,,,,,
5006,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,10/8/2007,10/8/2007,,,,,,,,,,,,
5007,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,10/8/2007,10/8/2007,,,,,,,,,,,,
5008,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,10/8/2007,10/8/2007,,,,,,,,,,,,
5009,R3,Waddell Canal,cap,waddell canal,11/12/2007,11/12/2007,,,3.04,0.04,1.3,,,,,,,
5010,UH In,Union Hills Inlet,cap,Union Hills Inlet,11/12/2007,11/12/2007,,,2.86,0.041,1.43,,,,,,,
5011,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,11/12/2007,11/12/2007,,,2.3,0.02,0.87,,,,,,,
5012,R11,CAP Canal at Cross-connect,cap,cap @ x con,11/12/2007,11/12/2007,,,2.77,0.039,1.41,,,,,,,
5013,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,11/12/2007,11/12/2007,,,2.67,0.043,1.46,,,,,,,
5014,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,11/12/2007,11/12/2007,,,,,,,,,,,,
5015,R19,Val Vista WTP treated water,srp,val vista-treated,11/12/2007,11/12/2007,,,,,,,,,,,,
5016,VV West,Val Vista West WTP treated water,srp,val vista west-treated,11/12/2007,11/12/2007,,,,,,,,,,,,
5017,HTC,Head of the Tempe Canal,tempe,head of tempe canal,11/12/2007,11/12/2007,,,2.22,0.039,1.76,,,,,,,
5018,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,11/12/2007,11/12/2007,,,,,,,,,,,,
5019,SPT Out,Tempe's South Plant treated water,tempe,STP Out,11/12/2007,11/12/2007,,,,,,,,,,,,
5020,R25,verde river at beeline highway,verde,verde @ beeline,11/12/2007,11/12/2007,,,2.56,0.047,1.84,,,,,,,
5021,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,11/12/2007,11/12/2007,,,3.97,0.086,2.17,,,,,,,
5022,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,11/12/2007,11/12/2007,,,2.17,0.061,2.81,,,,,,,
5023,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,11/12/2007,11/12/2007,,,2.56,0.044,1.72,,,,,,,
5024,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,11/12/2007,11/12/2007,,,2.78,0.044,1.6,,,,,,,
5025,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,11/12/2007,11/12/2007,,,2.16,0.023,1.1,,,,,,,
5026,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,11/12/2007,11/12/2007,,,2.73,0.044,1.6,,,,,,,
5027,R17,Deer Valley WTP treated water,srp,deer valley-treated,11/12/2007,11/12/2007,,,2.27,0.028,1.2,,,,,,,
5028,Green In,Greenway WTP Inlet,srp,Green In,11/12/2007,11/12/2007,,,,,,,,,,,,
5029,Green Out,Greenway WTP Outlet,srp,Green Out,11/12/2007,11/12/2007,,,,,,,,,,,,
5030,Glen In,Glendale WTP Inlet,,Glen In,11/12/2007,11/12/2007,,,2.95,0.046,1.6,,,,,,,
5031,Glen Out,Glendale WTP Outlet,,Glen Out,11/12/2007,11/12/2007,,,2.66,0.014,0.5,,,,,,,
5032,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,11/12/2007,11/12/2007,,,2.8,0.043,1.54,,,,,,,
5033,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,11/12/2007,11/12/2007,,,2.37,0.026,1.1,,,,,,,
5034,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,11/12/2007,11/12/2007,,,3.23,0.043,1.33,,,,,,,
5035,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,11/12/2007,11/12/2007,,,3.28,0.043,1.31,,,,,,,
5036,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,11/12/2007,11/12/2007,,,2.82,0.071,2.52,,,,,,,
5037,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,11/12/2007,11/12/2007,,,3.24,0.073,2.25,,,,,,,
5038,R9A,Saguaro Lake near inlet,salt,saguaro-epi,11/12/2007,11/12/2007,,,5.27,0.094,1.78,,,,,,,
5039,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,11/12/2007,11/12/2007,,,5.41,0.093,1.72,,,,,,,
5040,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,11/12/2007,11/12/2007,,,5.34,0.094,1.76,,,,,,,
5041,R20,Verde River at Tangle,verde,verde abv horseshoe,11/12/2007,11/12/2007,,,0.93,0.021,2.26,,,,,,,
5042,Havasu 1,Havasu lake Sample,,Havasu 1,11/12/2007,11/12/2007,,,2.85,0.037,1.3,,,,,,,
5043,Havasu 2,Havasu lake Sample,,Havasu 2,11/12/2007,11/12/2007,,,,,,,,,,,,
5044,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,11/12/2007,11/12/2007,,,,,,,,,,,,
5045,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,11/12/2007,11/12/2007,,,2.81,0.044,1.57,,,,,,,
5046,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,11/12/2007,11/12/2007,,,2.85,0.044,1.54,,,,,,,
5047,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,11/12/2007,11/12/2007,,,2.08,0.058,2.79,,,,,,,
5048,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,11/12/2007,11/12/2007,,,2.72,0.044,1.62,,,,,,,
5049,R1,CAP canal above Waddell Canal,cap,cap-siphon,11/12/2007,11/12/2007,,,,,,,,,,,,
5050,R4,Cap Canal at 7th St.,cap,cap @ 7th st,11/12/2007,11/12/2007,,,,,,,,,,,,
5051,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,11/12/2007,11/12/2007,,,,,,,,,,,,
5052,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,11/12/2007,11/12/2007,,,,,,,,,,,,
5053,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,11/12/2007,11/12/2007,,,,,,,,,,,,
5054,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,11/12/2007,11/12/2007,,,,,,,,,,,,
5055,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,11/12/2007,11/12/2007,,,,,,,,,,,,
5056,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,11/12/2007,11/12/2007,,,,,,,,,,,,
5057,R3,Waddell Canal,cap,waddell canal,12/3/2007,12/3/2007,,,2.84,0.04,1.4,,,,,,,
5058,UH In,Union Hills Inlet,cap,Union Hills Inlet,12/3/2007,12/3/2007,,,2.72,0.038,1.4,,,,,,,
5059,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,12/3/2007,12/3/2007,,,2.68,0.023,0.88,,,,,,,
5060,R11,CAP Canal at Cross-connect,cap,cap @ x con,12/3/2007,12/3/2007,,,2.78,0.038,1.37,,,,,,,
5061,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,12/3/2007,12/3/2007,,,,,,,,,,,,
5062,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,12/3/2007,12/3/2007,,,,,,,,,,,,
5063,R19,Val Vista WTP treated water,srp,val vista-treated,12/3/2007,12/3/2007,,,,,,,,,,,,
5064,VV West,Val Vista West WTP treated water,srp,val vista west-treated,12/3/2007,12/3/2007,,,,,,,,,,,,
5065,HTC,Head of the Tempe Canal,tempe,head of tempe canal,12/3/2007,12/3/2007,,,,,,,,,,,,
5066,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,12/3/2007,12/3/2007,,,,,,,,,,,,
5067,SPT Out,Tempe's South Plant treated water,tempe,STP Out,12/3/2007,12/3/2007,,,,,,,,,,,,
5068,R25,verde river at beeline highway,verde,verde @ beeline,12/3/2007,12/3/2007,,,4.83,0.176,3.63,,,,,,,
5069,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,12/3/2007,12/3/2007,,,4.59,0.094,2.05,,,,,,,
5070,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,12/3/2007,12/3/2007,,,4.95,0.166,3.35,,,,,,,
5071,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,12/3/2007,12/3/2007,,,4.99,0.179,3.41,,,,,,,
5072,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,12/3/2007,12/3/2007,,,8.96,0.445,5,,,,,,,
5073,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,12/3/2007,12/3/2007,,,3.35,0.063,1.5,,,,,,,
5074,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,12/3/2007,12/3/2007,,,3.92,0.109,2.8,,,,,,,
5075,R17,Deer Valley WTP treated water,srp,deer valley-treated,12/3/2007,12/3/2007,,,2.88,0.04,1.9,,,,,,,
5076,Green In,Greenway WTP Inlet,srp,Green In,12/3/2007,12/3/2007,,,,,,,,,,,,
5077,Green Out,Greenway WTP Outlet,srp,Green Out,12/3/2007,12/3/2007,,,,,,,,,,,,
5078,Glen In,Glendale WTP Inlet,,Glen In,12/3/2007,12/3/2007,,,2.81,0.086,3.1,,,,,,,
5079,Glen Out,Glendale WTP Outlet,,Glen Out,12/3/2007,12/3/2007,,,1.52,0.025,1.6,,,,,,,
5080,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,12/3/2007,12/3/2007,,,8.81,0.43,4.88,,,,,,,
5081,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,12/3/2007,12/3/2007,,,3.67,0.074,2.02,,,,,,,
5082,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,12/3/2007,12/3/2007,,,2.77,0.041,1.48,,,,,,,
5083,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,12/3/2007,12/3/2007,,,2.8,0.041,1.46,,,,,,,
5084,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,12/3/2007,12/3/2007,,,2.5,0.069,2.76,,,,,,,
5085,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,12/3/2007,12/3/2007,,,2.42,0.068,2.81,,,,,,,
5086,R9A,Saguaro Lake near inlet,salt,saguaro-epi,12/3/2007,12/3/2007,,,4.72,0.092,2,,,,,,,
5087,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,12/3/2007,12/3/2007,,,4.65,0.093,2.01,,,,,,,
5088,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,12/3/2007,12/3/2007,,,4.79,0.093,1.94,,,,,,,
5089,R20,Verde River at Tangle,verde,verde abv horseshoe,12/3/2007,12/3/2007,,,0.75,0.02,2.67,,,,,,,
5090,Havasu 1,Havasu lake Sample,,Havasu 1,12/3/2007,12/3/2007,,,2.47,0.38,1.54,,,,,,,
5091,Havasu 2,Havasu lake Sample,,Havasu 2,12/3/2007,12/3/2007,,,,,,,,,,,,
5092,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,12/3/2007,12/3/2007,,,,,,,,,,,,
5093,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,12/3/2007,12/3/2007,,,7.13,0.33,4.63,,,,,,,
5094,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,12/3/2007,12/3/2007,,,8.72,0.439,5.03,,,,,,,
5095,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,12/3/2007,12/3/2007,,,3.17,0.126,3.97,,,,,,,
5096,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,12/3/2007,12/3/2007,,,7.07,0.335,4.74,,,,,,,
5097,R1,CAP canal above Waddell Canal,cap,cap-siphon,12/3/2007,12/3/2007,,,,,,,,,,,,
5098,R4,Cap Canal at 7th St.,cap,cap @ 7th st,12/3/2007,12/3/2007,,,,,,,,,,,,
5099,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,12/3/2007,12/3/2007,,,,,,,,,,,,
5100,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,12/3/2007,12/3/2007,,,,,,,,,,,,
5101,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,12/3/2007,12/3/2007,,,,,,,,,,,,
5102,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,12/3/2007,12/3/2007,,,,,,,,,,,,
5103,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,12/3/2007,12/3/2007,,,,,,,,,,,,
5104,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,12/3/2007,12/3/2007,,,,,,,,,,,,
5105,R3,Waddell Canal,cap,waddell canal,1/7/2008,1/7/2008,,,2.63,0.037,1.4,,,,,,,
5106,UH In,Union Hills Inlet,cap,Union Hills Inlet,1/7/2008,1/7/2008,,,2.73,0.037,1.36,,,,,,,
5107,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,1/7/2008,1/7/2008,,,2.34,0.019,0.81,,,,,,,
5108,R11,CAP Canal at Cross-connect,cap,cap @ x con,1/7/2008,1/7/2008,,,2.63,0.036,1.37,,,,,,,
5109,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,1/7/2008,1/7/2008,,,4.4,0.164,3.73,,,,,,,
5110,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,1/7/2008,1/7/2008,,,4.35,0.158,3.63,,,,,,,
5111,R19,Val Vista WTP treated water,srp,val vista-treated,1/7/2008,1/7/2008,,,3.12,0.067,2.15,,,,,,,
5112,VV West,Val Vista West WTP treated water,srp,val vista west-treated,1/7/2008,1/7/2008,,,,,,,,,,,,
5113,HTC,Head of the Tempe Canal,tempe,head of tempe canal,1/7/2008,1/7/2008,,,2.53,0.085,3.36,,,,,,,
5114,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,1/7/2008,1/7/2008,,,3.47,0.104,3,,,,,,,
5115,SPT Out,Tempe's South Plant treated water,tempe,STP Out,1/7/2008,1/7/2008,,,3.07,0.085,2.77,,,,,,,
5116,R25,verde river at beeline highway,verde,verde @ beeline,1/7/2008,1/7/2008,,,5.76,0.256,4.44,,,,,,,
5117,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,1/7/2008,1/7/2008,,,3.81,0.083,2.18,,,,,,,
5118,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,1/7/2008,1/7/2008,,,,,,,,,,,,
5119,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,1/7/2008,1/7/2008,,,2.81,0.036,1.28,,,,,,,
5120,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,1/7/2008,1/7/2008,,,4.83,0.163,3.4,,,,,,,
5121,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,1/7/2008,1/7/2008,,,3.99,0.096,2.4,,,,,,,
5122,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,1/7/2008,1/7/2008,,,3.98,0.107,3.7,,,,,,,
5123,R17,Deer Valley WTP treated water,srp,deer valley-treated,1/7/2008,1/7/2008,,,,,,,,,,,,
5124,Green In,Greenway WTP Inlet,srp,Green In,1/7/2008,1/7/2008,,,,,,,,,,,,
5125,Green Out,Greenway WTP Outlet,srp,Green Out,1/7/2008,1/7/2008,,,,,,,,,,,,
5126,Glen In,Glendale WTP Inlet,,Glen In,1/7/2008,1/7/2008,,,3.84,0.1,2.6,,,,,,,
5127,Glen Out,Glendale WTP Outlet,,Glen Out,1/7/2008,1/7/2008,,,,,,,,,,,,
5128,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,1/7/2008,1/7/2008,,,,,,,,,,,,
5129,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,1/7/2008,1/7/2008,,,,,,,,,,,,
5130,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,1/7/2008,1/7/2008,,,2.66,0.039,1.47,,,,,,,
5131,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,1/7/2008,1/7/2008,,,2.95,0.041,1.39,,,,,,,
5132,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,1/7/2008,1/7/2008,,,2.5,0.041,,,,,,,,
5133,R6B,Bartlett Reservoir near outlet,verde,bartlett-hypo,1/7/2008,1/7/2008,,,2.42,0.041,,,,,,,,
5134,R9A,Saguaro Lake near inlet,salt,saguaro-epi,1/7/2008,1/7/2008,,,5.85,0.112,1.91,,,,,,,
5135,R9A-Dup,Saguaro Lake near inlet,,saguaro-epi dup,1/7/2008,1/7/2008,,,5.94,0.113,1.9,,,,,,,
5136,R9B,Saguaro Lake near inlet,salt,saguaro-hypo,1/7/2008,1/7/2008,,,5.58,0.112,2.01,,,,,,,
5137,R20,Verde River at Tangle,verde,verde abv horseshoe,1/7/2008,1/7/2008,,,,,,,,,,,,
5138,Havasu 1,Havasu lake Sample,,Havasu 1,1/7/2008,1/7/2008,,,2.51,0.035,1.39,,,,,,,
5139,Havasu 2,Havasu lake Sample,,Havasu 2,1/7/2008,1/7/2008,,,,,,,,,,,,
5140,Roosvelt,SRP above Roosevelt Lake,,Above Roosevelt,1/7/2008,1/7/2008,,,,,,,,,,,,
5141,R21,AZ Canal at Central Av.,srp,az canal @ central ave.,1/7/2008,1/7/2008,,,5.15,0.162,3.15,,,,,,,
5142,R22,AZ Canal - 56th St. (Alma School Road),srp,az canal @ 56th st.,1/7/2008,1/7/2008,,,4.88,0.172,3.52,,,,,,,
5143,Hwy 87,AZ Canal at Highway 87,srp,az canal @ hwy 87,1/7/2008,1/7/2008,,,,,,,,,,,,
5144,Pima,AZ Canal at Pima Rd.,srp,az canal @ pima,1/7/2008,1/7/2008,,,5.05,0.162,3.11,,,,,,,
5145,R1,CAP canal above Waddell Canal,cap,cap-siphon,1/7/2008,1/7/2008,,,,,,,,,,,,
5146,R4,Cap Canal at 7th St.,cap,cap @ 7th st,1/7/2008,1/7/2008,,,,,,,,,,,,
5147,R4-Dup,Cap Canal at 7th St.,cap,cap @ 7th st dup,1/7/2008,1/7/2008,,,,,,,,,,,,
5148,R5,Verde River btwn Horseshoe and Bartlett,verde,verde abv bartlett,1/7/2008,1/7/2008,,,,,,,,,,,,
5149,R7,Verde River below Bartlett Reservoir,verde,verde blw barlett,1/7/2008,1/7/2008,,,,,,,,,,,,
5150,R8,Salt River inlet to Saguaro Lake,salt,salt abv saguaro,1/7/2008,1/7/2008,,,,,,,,,,,,
5151,Mesa,AZ Canal at Mesa Dr.,srp,az canal @ Mesa,1/7/2008,1/7/2008,,,,,,,,,,,,
5152,Scotts,AZ Canal at Scottsdale Rd.,srp,az canal @ scotts.,1/7/2008,1/7/2008,,,,,,,,,,,,
5153,R3,Waddell Canal,cap,waddell canal,2/4/2008,2/4/2008,,,3.74,0.04,1.1,,,,,,,
5154,UH In,Union Hills Inlet,cap,Union Hills Inlet,2/4/2008,2/4/2008,,,3.82,0.039,1.02,,,,,,,
5155,UH Out,Union Hills Treated Water,cap,Union Hills Outlet,2/4/2008,2/4/2008,,,3.32,0.023,0.69,,,,,,,
5156,R11,CAP Canal at Cross-connect,cap,cap @ x con,2/4/2008,2/4/2008,,,,,,,,,,,,
5157,SOCA,South Canal below CAP Cross-conect,SRP,South canal below CAP,2/4/2008,2/4/2008,,,7.19,0.211,2.93,,,,,,,
5158,R18,South Canal at Val Vista WTP,srp,s canal @ val vista,2/4/2008,2/4/2008,,,7.33,0.195,2.66,,,,,,,
5159,R19,Val Vista WTP treated water,srp,val vista-treated,2/4/2008,2/4/2008,,,4.53,0.066,1.46,,,,,,,
5160,VV West,Val Vista West WTP treated water,srp,val vista west-treated,2/4/2008,2/4/2008,,,,,,,,,,,,
5161,HTC,Head of the Tempe Canal,tempe,head of tempe canal,2/4/2008,2/4/2008,,,7.08,0.187,2.64,,,,,,,
5162,SPT In,Tempe Canal - Inlet to Tempe's South Plant,tempe,STP In,2/4/2008,2/4/2008,,,6.85,0.158,2.31,,,,,,,
5163,SPT Out,Tempe's South Plant treated water,tempe,STP Out,2/4/2008,2/4/2008,,,5.81,0.092,1.58,,,,,,,
5164,R25,verde river at beeline highway,verde,verde @ beeline,2/4/2008,2/4/2008,,,8.07,0.227,2.81,,,,,,,
5165,R10,Salt River below Saguaro (Blue Point Bridge),salt,salt blw saguaro,2/4/2008,2/4/2008,,,6.3,0.089,1.41,,,,,,,
5166,R12,AZ Canal above CAP Cross-connect,srp,az canal inflow,2/4/2008,2/4/2008,,,7.61,0.214,2.81,,,,,,,
5167,R13,AZ Canal below CAP Cross-connect,srp,az canal blw cap,2/4/2008,2/4/2008,,,7.44,0.222,2.98,,,,,,,
5168,R14,AZ Canal - Inlet to Squaw Peak WTP,srp,az canal @ squaw peak,2/4/2008,2/4/2008,,,7.54,0.187,2.5,,,,,,,
5169,R15,Squaw Peak WTP treated water,srp,squaw peak-treated,2/4/2008,2/4/2008,,,5.37,0.084,1.6,,,,,,,
5170,R16,AZ Canal - Inlet to Deer Valley WTP,srp,az canal @ deer valley,2/4/2008,2/4/2008,,,7.3,0.172,2.4,,,,,,,
5171,R17,Deer Valley WTP treated water,srp,deer valley-treated,2/4/2008,2/4/2008,,,5.55,0.09,1.6,,,,,,,
5172,Green In,Greenway WTP Inlet,srp,Green In,2/4/2008,2/4/2008,,,,,,,,,,,,
5173,Green Out,Greenway WTP Outlet,srp,Green Out,2/4/2008,2/4/2008,,,,,,,,,,,,
5174,Glen In,Glendale WTP Inlet,,Glen In,2/4/2008,2/4/2008,,,7.8,0.19,2.4,,,,,,,
5175,Glen Out,Glendale WTP Outlet,,Glen Out,2/4/2008,2/4/2008,,,3.86,0.041,1.1,,,,,,,
5176,NP In,Cross-Cut Canal - Inlet to Tempe's North Plant,tempe,North plant inlet,2/4/2008,2/4/2008,,,,,,,,,,,,
5177,NP Out,Tempe's North Plant treated water,tempe,north plant outlet,2/4/2008,2/4/2008,,,,,,,,,,,,
5178,R2A,Lake Pleasant integrated sample,cap,pleasant-epi,2/4/2008,2/4/2008,,,2.99,0.055,1.84,,,,,,,
5179,R2B,Lake Pleasant integrated sample,cap,pleasant-hypo,2/4/2008,2/4/2008,,,3.23,0.063,1.95,,,,,,,
5180,R6A,Bartlett Reservoir near outlet,verde,bartlett-epi,2/4/2008,2/4/2008,,,5.36,0.211,3.94,,,,,,,
